title,videoId,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,duration,uploadTime
sabare zeenaa faano waledeyaa laaye taarike saraa | da/taabore;dagaadaamote kabaade wegiyaa | 'amaraarocu katamaawene laqawe thafu |ethio 360 |anchor media,uxcFFRhiqeI,2940,108,0,5,0,PT8M41S,2024-10-14 20:06:29
Anchor News Jun 13 yabeetamanegesetu misethiraawi sebesabaa: yafaano deloce bagojaamenaa gonedare: yakashafawe yahewahate theqaate bathalamete: geetaacawe radaanaa 'abeye 'ahemade,K_dtgh3-G2w,200020,7733,0,488,0,PT30M23S,2024-06-13 15:51:22
Anchor Media selahulume nagare tazagaajetanaale: baderone theqaate yamiqalabase tegele 'alejamareneme: gesegaasee'acene qathelwale - 'arebanyaa 'aserase maara daamethee,ur6r3mjy4JM,179760,6968,0,443,0,PT22M20S,2024-09-28 16:53:02
ANCHOR SUMA  &amp; RAJEEV KANAKALA EATING FOOD AT RAJENDRA PRASAD DAUGHTER PEDDA MARMA,2at3LgCu14Q,638426,13580,0,27,0,PT37S,2024-10-14 12:54:28
Anchor Media kafaano manedare samonune,iFRpCmjov2U,74466,3651,0,123,0,PT10M32S,2024-04-08 12:20:58
yaberehanunaa ya'anedaaregaacawe yaqademo gwaadite 'asedanegaache nuzaazee|yaaletasamu nawerocenaa yakehedate taarikoce|Birhanu Nega|Andargachew tsige|Ginbot7|Et,_bbhLAOUKkc,24113,877,0,197,0,PT25M22S,2024-06-12 20:02:29
Anchor Media yaburee daamote beregeede tagaadelo &#39;&#39;ya'agazaazu saraawite 'eyafalasa nawe&#39;&#39;,WDAE_2wpxCY,83516,3763,0,209,0,PT11M52S,2024-01-15 11:19:19
Anchor Media ya'amaaraa kelele waqetaawi huneetaa- yamilishiyaa hayele kelelune labeletsegenaawe 'agazaaze yekalaakalelate yehone?,Vi4RfkYoKf0,78610,4165,0,194,0,PT17M39S,2024-01-16 16:54:20
Ethiopia saraawitu badasetaa 'eyachafara nawe Etiopian news|Mereja TV Today|Anchor media| #howto #ethiopianews #ethio,OyQ0zEDAbjI,300,8,0,0,0,PT8M50S,2024-09-18 06:26:17
Anchor Media he'apaa kahagaraawi yamekekere hidatu lamene raasune 'agalala?,IZHUlK30QE0,41980,1830,0,100,0,PT16M17S,2024-06-04 09:30:05
jhuNjhunuuN..raajeNdr siNh guddh'aa kii pulis se  vaayrl,jw2sYyd3F5E,5609,202,0,9,0,PT43S,2024-10-14 15:16:17
Anchor Media yagonedare faano 'anede hona: yadahenenate geberahaayelu magelachaa: teyopheyaa 'ahune yamiyaasefalegaate mekekere wayese deredere?,-dQksaJIuEE,65040,2899,0,232,0,PT1H28M2S,2024-04-24 18:30:46
AnchorSpecia bakaaderee yaaletasaakaa yapolatikaa delalaa bawataadare lisaakaa 'ayeceleme - ya'amaaraa faano gonedare `eze yatasatha magelachaa,Pnguk60GAMI,63787,3938,0,196,0,PT9M3S,2024-06-22 00:23:02
Anchor Breaking babaaheredaare maameshaawene yabonebe theqaatoce tafatsamu: ya'abeye 'ahemade yabaaheredaare guzone batamalakata faano 'asethaneqeqwaale,nRl-z4MP33U,90732,5032,0,274,0,PT10M56S,2024-05-10 22:02:06
Anchor media&#39;&#39; hulaaceneme bametesamethe jalebaa laaye nane. ya'abeye 'ahemade 'agazaaze ba'achere gizee wesethe yewadeqaale: tazagaajetanaale waye?&#39;&#39; do/re yonaase beru,TswVCh6Y9C8,78760,2661,0,398,0,PT1H43M41S,2024-04-29 03:31:41
&quot;mehuraane yethefaa&quot; Daniel Kibret |daane'eele keberate | Anchor media |Ethio forum #birhanujula #amhara #fano,s0YltTe_n94,71,1,0,0,0,PT47S,2024-05-12 08:21:36
Anchor Media yathaqelaaye miniseteru yakonomi maaberaariyaa bakonomi baalamuyaa sifatashe,FTUdwVO1CaA,58835,2443,0,196,0,PT1H11M48S,2023-11-17 21:58:30
MODI&#39;S BJP BECAME NO 1 PARTY IN JAMMU KASHMIR | RATAN TATA PASSES AWAY NEWS | PAK PUBLIC REACTION,X6WADL19TnU,328157,7800,0,1649,0,PT31M33S,2024-10-10 00:35:31
Anchor Media ya'abeye 'ahemade yamacharashaawaa kaarede: yapiyaasaa nawaariwocenaa la`aalame 'aqafu maahebarasabe yaqarabawe theri: 'adise 'ababaa laaye yaanezhaababawe 'adagaa,3JClu5Uz9O0,81148,3134,0,331,0,PT54M47S,2024-04-09 17:46:41
Anchor News yanaahusanaaye 'asekereene yate nawe yaalawe? 'enaatu yenaagaraalu: yabeletsegenaa janaraaloce zarafaa: gonedare faano 'anede hona: hezebe qaala mahalaa fatsama,ZbE-Y-a1o6A,116233,5900,0,444,0,PT33M35S,2024-04-25 15:31:02
Anchor Media 'adise 'ababaa mekekere - 'oromiyaanaa 'amaaraa thorenate: ya'abeye saraawite wada 'amaaraa kelele 'eyagorafa nawe: yaqeduse sinodosu gubaa`ee,MxJzw_0fiJE,98371,3643,0,469,0,PT1H26M29S,2024-05-30 01:23:22
"sabare zeenaa |  | Ethiopian News July 7,2024 |",a8G0Qb-f_bo,18768,329,0,15,0,PT8M20S,2024-07-07 05:24:50
Anchor Media yaminiseteroce shumate: la'abeye negegere yahaayemaanote taqwaamaate zemetaa menedene nawe? 'amaaraane ba'amaaraa: yamaraawiwe `eleqite 'enedithaaraa tathayaqa,iI3K7IwGzbY,71064,2670,0,379,0,PT1H37M25S,2024-02-08 21:17:10
Anchor &#39;&#39;yaraayaawe theqaate ya'abeye 'ahemadene 'agazaaze wedeqate yaafaathenawaale. 'abeyene kaselethaane maasewagade 'amaaraache yaleelawe gudaaye nawe&#39;&#39; /re yeleqaale geetenate,P7KezmBtfo8,132150,4602,0,470,0,PT1H21M48S,2024-04-18 02:32:51
Anchor Media yabaaheredaaru theqaate: ya'adaanace 'abeebee fatanaa tasaraza wayese taraazama? 5 'eereteraaweyaane 'aretisetoce bateyopheyaa taafenawaale: ya'odaa 'awaarede,UzHhfwjesfU,98868,3455,0,225,0,PT1H26M32S,2023-12-22 22:37:37
Anchor Media yacharaqaa wadabenaa mazazu: ya'oromiyaa beletsegenaa yachekaanee 'eremejaawoce ba'adise 'ababaa: yapolatikaa paaretiwoce kabeletsegenaa gone maqome: yadipelomaasi keserate,5iPppfiJKSE,69534,2689,0,195,0,PT1H20M9S,2024-01-12 02:07:31
